Decision,Hand Strength,Pot,Already Bet,Call Difference,Players
3,12,250,150,-50,2
2,13,300,200,-100,2
2,116,300,200,-100,2
2,116,300,200,-100,2
0,8,525,150,75,4
0,11,250,100,0,5
2,411,400,200,-200,3
4,112,400,200,-200,3
0,8,475,150,75,3
1,112,250,100,0,4
1,13,250,100,0,5
0,408,250,100,0,6
1,13,600,200,-75,3
4,126,2899,1287,-75,2
1,11,250,100,0,3
4,222,550,200,0,2
2,222,775,200,0,2
2,222,775,200,0,2
0,404,525,150,75,5
1,11,250,100,0,5
3,11,1150,200,500,2
2,11,1650,700,0,2
2,11,1650,700,0,2
4,11,1650,700,0,2
1,12,250,100,0,6
2,120,550,200,0,2
2,120,550,200,0,2
4,120,550,200,0,2
3,12,375,200,-75,2
2,114,500,325,-200,2
2,114,500,325,-200,2
2,114,500,325,-200,2
1,13,300,200,-100,2
0,13,1200,300,400,2
1,12,250,100,0,4
4,12,550,200,0,2
0,11,250,100,0,5
1,126,250,100,0,6
3,13,475,150,75,3
2,13,775,325,-100,3
2,13,775,325,-100,3
2,13,775,325,-100,3
1,12,300,150,-50,3
1,10,250,100,0,4
0,10,1150,200,500,2
0,6,250,100,0,6
2,13,300,200,-200,2
2,13,300,200,-200,2
2,13,300,200,-200,2
2,13,300,200,-200,2
3,12,525,200,25,3
2,12,700,375,-150,2
4,12,700,375,-150,2
0,7,250,100,0,4
0,13,250,100,0,6
3,10,520,200,-90,3
2,116,630,310,-200,3
2,116,630,310,-200,3
3,116,1102,310,162,3
0,10,750,100,200,5
1,116,250,100,0,4
4,324,550,200,0,2
0,10,250,100,0,6
1,405,475,150,75,3
0,12,450,100,100,4
1,410,250,100,0,5
0,410,1450,200,800,2
2,13,300,200,-200,2
2,13,300,200,-200,2
2,13,300,200,-200,2
2,13,300,200,-200,2
0,12,500,200,0,3
1,12,250,100,0,4
0,5,475,100,125,6
0,11,375,200,-75,2
3,106,475,100,125,4
4,208,700,325,-100,2
2,208,1000,325,-100,2
2,208,1000,325,-100,2
0,10,300,150,-50,4
0,6,250,100,0,6
3,12,375,200,-75,2
2,312,500,325,-200,2
2,716,500,325,-200,2
2,716,500,325,-200,2
1,120,475,100,125,4
0,402,250,100,0,4
0,10,250,100,0,6
3,11,360,200,-90,2
2,114,470,310,-200,2
2,114,470,310,-200,2
4,114,470,310,-200,2
0,12,250,100,0,3
0,13,250,100,0,5
0,10,1350,200,775,3
1,12,250,100,0,3
0,403,450,100,100,5
0,10,250,100,0,6
3,403,360,200,-90,2
2,13,470,310,-200,2
0,11,450,150,50,3
0,7,250,100,0,4
1,13,475,100,125,6
0,6,550,200,-75,3
0,405,475,100,125,4
1,12,250,100,0,4
0,9,250,100,0,6
3,112,375,200,-75,2
2,112,500,325,-200,2
3,112,675,325,-150,2
2,112,850,500,-325,2
4,230,850,500,-325,2
3,116,300,200,-100,2
2,116,350,250,-150,2
3,116,450,250,-150,2
2,116,550,350,-250,2
4,116,550,350,-250,2
1,9,300,150,-50,3
0,5,250,100,0,4
0,3,250,100,0,6
3,10,450,200,0,2
1,102,1100,400,50,2
0,11,250,100,0,3
0,11,250,100,0,5
2,7,350,200,-200,2
2,11,350,200,-200,2
2,122,350,200,-200,2
2,122,350,200,-200,2
0,8,300,200,-100,2
0,9,250,100,0,4
0,8,250,100,0,6
1,406,360,200,-90,2
1,12,250,100,0,3
0,11,250,100,0,4
1,112,250,100,0,5
1,12,450,200,0,2
0,11,250,150,-50,2
1,411,250,100,0,4
0,7,475,100,125,6
1,13,250,100,0,6
3,106,522,200,-89,3
2,106,633,311,-200,3
2,106,633,311,-200,3
2,106,633,311,-200,3
0,8,722,200,11,4
0,10,475,100,125,5
0,9,250,100,0,6
3,9,360,200,-90,2
2,114,470,310,-200,2
3,114,620,310,-160,2
2,114,770,460,-310,2
0,406,461,150,61,3
0,11,250,100,0,4
1,118,250,100,0,6
4,118,550,200,0,2
1,10,450,200,0,2
0,8,475,150,75,3
1,13,475,100,125,4
2,13,2400,625,125,3
2,13,2400,625,125,3
4,13,2400,625,125,3
0,403,250,100,0,5
1,406,250,100,0,6
4,13,550,200,0,2
3,102,460,150,60,3
2,226,730,310,-100,3
3,226,952,310,-88,3
2,226,1174,532,-310,2
0,226,2729,532,1023,2
0,4,250,100,0,4
0,11,250,100,0,6
1,12,250,150,-50,2
0,11,450,100,100,4
0,12,250,100,0,5
1,126,250,100,0,6
2,339,824,287,0,2
2,339,824,287,0,2
2,339,824,287,0,2
0,7,475,150,75,3
0,7,250,100,0,4
0,12,250,100,0,6
3,12,450,200,0,2
2,124,650,400,-200,2
4,234,650,400,-200,2
3,11,461,150,61,3
1,10,250,100,0,3
0,10,1550,250,800,2
1,12,475,100,125,5
0,403,250,100,0,5
0,12,375,200,-75,2
0,11,475,100,125,4
0,9,475,100,125,6
0,12,600,200,50,3
0,407,475,100,125,4
1,104,250,100,0,4
3,104,1249,200,599,2
4,226,1848,799,0,2
2,226,3546,799,0,2
2,226,3546,799,0,2
0,10,250,100,0,6
3,13,365,200,-85,2
2,126,480,315,-200,2
3,126,630,315,-165,2
2,126,780,465,-315,2
4,234,780,465,-315,2
0,10,250,100,0,3
1,410,250,100,0,5
2,10,600,225,0,2
0,10,1600,225,775,2
0,12,700,150,75,4
1,124,450,100,100,4
1,124,3449,650,1599,2
3,124,22948,7900,2100,2
0,10,250,100,0,5
0,4,375,200,-75,2
0,11,475,100,125,4
1,114,250,100,0,4
0,408,250,100,0,6
3,13,375,200,-75,2
2,124,500,325,-200,2
3,124,625,325,-200,2
2,124,750,450,-325,2
0,9,475,150,75,3
0,9,250,100,0,4
0,13,250,100,0,6
1,9,300,200,-200,2
2,118,700,400,-200,2
4,118,700,400,-200,2
0,10,250,100,0,3
0,10,250,100,0,5
1,13,250,100,0,6
0,13,475,150,75,3
1,7,250,100,0,3
1,409,250,100,0,5
4,13,550,200,0,2
4,13,775,200,0,2
0,13,250,100,0,6
3,408,375,200,-75,2
2,106,500,325,-200,2
2,106,500,325,-200,2
0,10,250,150,-50,2
0,10,475,100,125,5
0,11,250,100,0,6
0,10,475,150,75,3
1,10,250,100,0,3
3,10,1375,225,675,2
2,238,2050,900,0,2
2,238,2050,900,0,2
3,238,3950,900,1000,2
1,12,300,150,-50,4
3,12,1400,300,550,2
2,118,2000,900,-50,2
0,7,250,100,0,5
0,13,460,150,60,3
1,12,250,100,0,3
0,5,250,100,0,5
3,13,450,200,0,2
3,126,900,400,-150,2
2,240,1150,650,-400,2
4,240,1150,650,-400,2
0,9,1200,150,580,4
1,12,250,100,0,3
4,124,650,250,0,2
1,13,250,100,0,4
4,13,600,225,0,2
0,9,250,100,0,6
1,9,250,150,-50,2
2,114,650,300,-50,2
2,114,650,300,-50,2
3,114,900,300,-50,2
2,114,1150,550,-300,2
1,13,500,150,50,4
0,13,3304,631,1492,2
1,13,250,100,0,5
3,13,1475,225,775,2
0,13,2950,1000,0,2
0,9,975,200,400,3
3,13,475,150,75,3
2,13,650,325,-100,2
2,124,650,325,-100,2
4,242,650,325,-100,2
0,12,475,100,125,4
0,7,250,100,0,5
3,12,375,200,-75,2
2,12,500,325,-200,2
2,12,500,325,-200,2
0,12,950,325,125,2
1,120,475,150,75,3
1,13,250,100,0,4
0,405,250,100,0,5
0,12,375,200,-75,2
0,12,475,100,125,4
0,9,250,100,0,5
0,6,1075,200,500,3
0,10,450,100,100,4
0,7,475,100,125,6
1,13,250,100,0,6
4,13,550,200,0,2
3,12,461,150,61,3
0,12,1822,311,889,2
0,13,450,100,100,5
0,7,250,100,0,6
0,12,475,150,75,3
0,9,450,100,100,5
1,13,250,100,0,5
2,102,950,250,0,3
2,218,950,250,0,3
2,218,950,250,0,3
1,218,1375,250,175,2
3,120,300,150,-50,6
3,120,762,250,112,2
2,120,1024,512,-150,2
4,120,1024,512,-150,2
2,120,1242,512,-150,2
1,120,2224,512,470,2
3,12,450,200,0,2
2,12,650,400,-200,2
2,13,650,400,-200,2
0,10,475,150,75,3
0,4,250,100,0,4
0,405,250,100,0,6
2,10,300,200,-200,2
2,106,300,200,-200,2
4,230,300,200,-200,2
0,11,475,100,125,4
1,12,250,100,0,4
1,13,250,100,0,5
0,407,250,100,0,6
1,13,300,200,-200,2
4,118,650,375,-200,2
0,12,450,100,100,4
0,10,475,100,125,6
3,13,600,200,-75,3
4,13,725,325,-200,3
2,13,1087,325,-200,2
2,13,1087,325,-200,2
0,8,511,200,11,3
3,12,475,100,125,4
3,13,450,100,100,5
2,13,650,300,-100,2
2,116,650,300,-100,2
4,242,650,300,-100,2
0,242,2225,300,1275,2
0,5,250,100,0,6
0,404,475,150,75,3
1,9,250,100,0,3
4,212,600,225,0,2
1,411,250,100,0,5
0,12,250,100,0,6
0,10,250,150,-50,2
1,410,250,100,0,3
2,10,600,225,0,2
1,108,475,100,125,5
0,13,250,100,0,5
0,410,1015,200,450,3
1,408,250,100,0,3
4,120,600,225,0,2
4,120,850,225,0,2
2,120,1850,225,0,2
1,10,300,150,-50,4
0,13,475,100,125,6
0,12,375,200,-75,2
3,11,450,100,100,4
2,102,750,300,-100,3
2,102,750,300,-100,3
2,102,750,300,-100,3
0,5,300,150,-50,4
1,12,250,100,0,5
4,242,550,200,0,2
2,242,775,200,0,2
0,9,250,100,0,6
1,110,450,200,0,2
1,12,475,100,125,4
1,11,250,100,0,4
4,122,750,200,0,3
0,13,475,100,125,6
1,13,375,200,-75,2
4,126,2500,1200,-75,2
4,126,3125,1200,-75,2
4,126,5937,1200,-75,2
0,13,525,200,25,3
1,12,250,100,0,4
1,12,1150,200,500,2
0,12,7800,1700,2750,2
0,9,250,100,0,6
1,405,375,200,-75,2
2,7,2500,1200,-75,2
3,7,3750,1200,50,2
2,102,5000,2450,-1200,2
4,212,5000,2450,-1200,2
0,405,475,100,125,4
0,404,250,100,0,5
0,407,375,200,-75,2
0,408,475,100,125,4
0,13,250,100,0,5
1,112,250,100,0,6
3,112,1825,250,1075,2
2,112,2900,1325,0,2
2,214,2900,1325,0,2
0,5,550,200,-75,3
1,408,250,150,-50,2
2,8,650,300,-50,2
1,8,800,300,-50,2
3,405,475,100,125,4
4,108,700,325,-100,2
0,409,250,100,0,5
3,13,360,200,-90,2
2,339,470,310,-200,2
3,339,620,310,-160,2
2,339,770,460,-310,2
2,339,770,460,-310,2
1,405,511,200,11,3
0,9,475,100,125,4
1,124,250,100,0,4
2,124,550,200,0,2
3,124,1350,200,600,2
0,11,475,100,125,6
0,10,400,200,-50,2
3,108,250,150,-50,2
3,108,650,200,150,2
2,108,900,450,-100,2
2,108,900,450,-100,2
2,234,900,450,-100,2
0,11,650,100,100,5
0,10,250,100,0,5
1,13,250,100,0,6
0,10,460,150,60,3
3,104,475,100,125,4
3,306,1187,325,37,3
4,306,1549,687,-325,2
4,306,1911,687,-325,2
0,10,250,100,0,5
1,13,250,100,0,6
2,13,550,200,0,2
2,13,550,200,0,2
2,13,550,200,0,2
0,8,461,150,61,3
1,12,250,100,0,4
3,12,1675,225,975,2
3,124,3400,1200,0,2
4,124,4150,1950,-750,2
0,7,250,100,0,5
3,10,375,200,-75,2
2,13,500,325,-200,2
4,13,500,325,-200,2
4,13,1250,325,-200,2
0,8,525,200,25,3
3,112,475,100,125,4
3,214,950,325,-75,2
2,214,1200,575,-325,2
2,214,1200,575,-325,2
0,11,250,100,0,5
0,8,600,200,-75,3
3,13,475,100,125,4
4,224,825,325,-100,3
0,10,250,100,0,4
0,10,250,100,0,6
0,10,461,150,61,3
1,13,250,100,0,4
2,13,650,225,0,2
4,409,650,225,0,2
4,409,787,225,0,2
0,7,300,150,-50,5
0,10,550,200,-75,3
0,11,475,100,125,5
0,11,250,100,0,6
3,3,375,200,-75,2
2,13,500,325,-200,2
0,9,475,150,75,3
3,13,450,100,100,4
2,110,750,300,-100,3
2,110,750,300,-100,3
1,315,1750,300,200,3
0,5,250,100,0,5
1,405,550,200,-75,3
3,405,2825,875,600,2
2,120,3500,1550,-75,2
0,120,4499,1550,-75,2
0,409,1125,100,575,5
0,11,250,100,0,5
3,104,450,200,0,2
2,104,650,400,-200,2
4,306,650,400,-200,2
1,13,350,150,-50,3
0,13,250,100,0,3
0,4,250,100,0,5
0,10,600,200,-75,3
0,410,700,100,125,5
0,9,250,100,0,5
0,9,1400,200,800,3
0,12,475,100,125,4
1,114,475,100,125,5
3,114,2905,550,1205,2
0,13,250,100,0,5
3,403,375,200,-75,2
2,102,500,325,-200,2
3,102,675,325,-150,2
2,102,850,500,-325,2
0,102,1525,500,175,2
0,7,250,100,0,3
0,11,250,100,0,5
0,13,550,200,-75,3
1,13,475,100,125,4
0,9,475,100,125,5
0,10,250,100,0,6
0,10,475,150,75,3
0,104,475,100,125,5
0,9,250,100,0,6
0,5,250,150,-50,2
0,10,250,100,0,4
1,10,250,100,0,5
1,13,250,100,0,6
2,13,650,250,0,2
4,112,650,250,0,2
0,5,475,150,75,3
0,10,250,100,0,4
0,403,250,100,0,6
0,406,475,150,75,3
1,406,250,100,0,3
4,303,650,250,0,2
0,408,250,100,0,5
2,409,400,200,-200,3
2,122,400,200,-200,3
0,122,500,200,-100,2
0,9,250,100,0,3
0,13,250,100,0,5
0,10,600,200,-50,3
0,9,450,100,100,4
0,9,250,100,0,5
0,9,1310,200,750,3
0,10,450,100,100,4
1,12,250,100,0,4
2,124,650,200,0,2
4,124,650,200,0,2
0,12,250,100,0,6
3,112,450,100,100,4
2,112,650,300,-100,2
4,112,650,300,-100,2
2,112,787,300,-100,2
0,11,750,150,75,6
0,11,250,100,0,6
1,10,400,200,-50,2
3,13,475,150,75,3
2,126,650,325,-100,2
3,126,880,325,-95,2
2,246,1110,555,-325,2
2,246,1110,555,-325,2
1,13,475,100,125,5
4,124,1600,550,125,2
0,8,250,100,0,5
0,8,570,200,-90,3
0,10,475,100,125,4
1,406,475,100,125,6
2,11,1750,625,125,2
4,122,1750,625,125,2
4,240,2162,625,125,2
0,240,6802,625,4015,2
0,11,400,200,-50,2
0,408,475,100,125,4
0,5,250,100,0,5
3,11,400,200,-50,2
2,122,550,350,-200,2
4,226,550,350,-200,2
1,12,250,150,-50,2
4,13,550,250,-50,2
3,13,475,100,125,4
2,110,700,325,-100,2
1,110,1000,325,-25,2
2,212,2500,925,-25,2
0,407,300,150,-50,4
0,11,250,100,0,6
3,102,475,150,75,3
2,102,775,325,-100,3
0,102,1275,325,175,3
3,13,475,100,125,4
3,13,1700,325,675,2
0,13,450,100,100,4
0,3,475,100,125,6
3,7,550,200,-75,3
2,10,675,325,-200,3
2,10,675,325,-200,3
4,10,675,325,-200,3
1,12,475,150,75,3
4,238,1800,700,75,2
0,7,475,100,125,4
0,12,475,100,125,6
0,11,975,200,400,3
1,411,475,100,125,4
1,11,250,100,0,4
0,11,250,100,0,5
3,104,475,150,75,3
2,104,775,325,-100,3
4,228,775,325,-100,3
2,626,1112,325,-100,2
0,8,300,150,-50,3
1,13,250,100,0,4
1,11,475,100,125,6
0,11,3400,550,1700,2
1,13,400,200,-50,2
0,10,475,150,75,3
3,13,450,100,100,4
2,13,800,300,-100,3
2,13,800,300,-100,3
4,411,800,300,-100,3
1,12,250,100,0,5
4,120,600,225,0,2
0,10,250,100,0,6
1,120,300,200,-200,2
4,330,800,450,-200,2
0,9,475,100,125,4
1,410,250,100,0,5
2,118,550,200,0,2
3,226,775,200,25,2
0,226,2350,425,925,2
1,13,250,100,0,6
3,108,375,200,-75,2
2,108,500,325,-200,2
2,108,500,325,-200,2
0,4,700,150,75,4
0,9,250,100,0,4
0,11,250,100,0,6
1,122,475,150,75,3
0,6,250,100,0,3
0,410,475,100,125,6
0,12,625,200,50,3
0,12,475,100,125,4
0,13,250,100,0,5
1,106,250,100,0,6
2,224,550,200,0,2
4,224,550,200,0,2
0,11,400,200,-50,2
1,410,475,150,75,3
2,13,2074,837,75,2
4,102,2074,837,75,2
1,126,250,100,0,3
1,13,250,100,0,4
2,13,650,250,0,2
2,13,650,250,0,2
2,13,650,250,0,2
1,12,250,100,0,6
0,9,450,200,0,2
0,10,450,100,100,4
0,10,475,100,125,6
1,12,250,100,0,6
0,3,250,150,-50,2
1,13,250,100,0,3
0,8,250,100,0,5
0,8,400,200,-50,2
1,11,250,150,-50,2
0,7,250,100,0,4
0,5,250,100,0,6
3,8,520,200,-90,3
2,12,630,310,-200,3
3,12,880,310,-60,2
2,13,1130,560,-310,2
3,13,1680,560,-10,2
2,409,2230,1110,-560,2
0,9,475,100,125,4
1,8,250,100,0,4
1,13,250,100,0,6
1,13,1400,250,650,2
4,104,4640,1420,650,2
3,6,450,200,0,2
2,12,650,400,-200,2
4,110,650,400,-200,2
0,9,475,150,75,3
0,6,475,100,125,5
0,13,250,100,0,6
3,406,375,200,-75,2
2,9,500,325,-200,2
0,11,475,150,75,3
1,411,250,100,0,4
0,6,250,100,0,5
0,12,400,200,-50,2
1,13,450,100,100,4
0,4,475,100,125,5
0,403,250,100,0,6
0,10,1255,150,630,4
0,9,250,100,0,4
0,11,250,100,0,6
3,108,475,150,75,3
2,108,775,325,-100,3
0,108,3052,325,1446,3
0,8,250,100,0,4
0,11,250,100,0,6
1,12,250,150,-50,2
2,112,650,300,-50,2
4,112,650,300,-50,2
4,112,775,300,-50,2
1,13,300,150,-50,3
0,13,1200,250,450,2
1,13,250,100,0,4
3,13,1575,225,875,2
2,13,2450,1100,0,2
4,13,2450,1100,0,2
2,122,3012,1100,0,2
0,402,250,100,0,6
3,11,400,200,-50,2
2,114,550,350,-200,2
1,114,825,350,-75,2
4,114,2200,900,-75,2
1,120,475,150,75,3
0,10,475,100,125,5
0,8,250,100,0,6
3,13,375,200,-75,2
2,13,500,325,-200,2
4,13,500,325,-200,2
4,13,625,325,-200,2
0,6,250,100,0,3
0,402,250,100,0,5
0,7,400,200,-50,2
0,403,475,100,125,4
0,12,250,100,0,5
3,13,375,200,-75,2
2,226,500,325,-200,2
1,226,700,325,-125,2
2,226,1800,775,-125,2
2,226,1800,775,-125,2
3,226,2700,775,125,2
3,8,300,200,-100,2
4,11,350,250,-150,2
0,12,450,100,100,4
0,9,475,100,125,6
0,7,250,150,-50,2
1,9,250,100,0,3
4,118,650,250,0,2
2,118,925,250,0,2
3,240,1300,250,125,2
0,11,250,100,0,5
1,10,250,100,0,6
4,120,550,200,0,2
3,13,400,200,-50,2
2,106,550,350,-200,2
2,106,550,350,-200,2
3,106,825,350,-75,2
2,106,1100,625,-350,2
1,124,475,150,75,3
0,403,450,100,100,4
0,7,250,100,0,5
0,10,375,200,-75,2
0,13,450,100,100,4
1,410,250,100,0,4
2,11,700,225,0,2
4,106,700,225,0,2
0,10,250,100,0,6
0,8,475,150,75,3
0,403,475,100,125,5
0,6,250,100,0,6
3,12,400,200,-50,2
2,108,550,350,-200,2
3,108,825,350,-75,2
4,108,1100,625,-350,2
2,212,1375,625,-350,2
0,10,250,150,-50,2
0,12,250,100,0,4
0,11,250,100,0,6
3,12,350,200,-100,2
2,112,450,300,-200,2
2,232,450,300,-200,2
4,232,450,300,-200,2
3,411,475,100,125,4
2,12,700,325,-100,2
2,12,700,325,-100,2
3,120,950,325,-75,2
0,13,525,150,75,5
0,12,250,100,0,6
3,11,450,200,0,2
2,122,650,400,-200,2
2,242,650,400,-200,2
3,242,1550,400,500,2
0,6,250,100,0,3
0,8,475,100,125,6
3,102,358,200,-92,2
2,102,466,308,-200,2
2,102,466,308,-200,2
2,102,466,308,-200,2
0,403,1305,200,580,4
1,118,250,100,0,3
2,222,650,250,0,2
2,222,650,250,0,2
2,620,650,250,0,2
0,10,250,100,0,5
0,5,450,200,0,2
1,12,250,100,0,3
0,12,1350,250,600,2
1,13,250,100,0,4
1,12,250,100,0,5
3,12,1600,250,850,2
3,120,3200,1100,0,2
3,230,6200,1850,400,2
2,244,8450,4100,-1850,2
3,406,400,200,-50,2
2,11,550,350,-200,2
0,11,950,350,50,2
1,12,475,150,75,3
4,124,1524,562,75,2
1,9,250,100,0,3
4,110,650,250,0,2
1,110,1513,250,613,2
2,234,4702,1413,613,2
2,234,4702,1413,613,2
0,7,250,100,0,5
3,9,600,200,-50,3
4,226,750,350,-200,3
4,226,1500,350,-200,2
1,12,250,150,-50,2
0,10,475,100,125,4
0,12,250,100,0,5
0,12,520,200,-90,3
0,11,250,100,0,3
0,11,250,100,0,5
0,11,375,200,-75,2
1,8,250,150,-50,2
0,6,475,100,125,5
1,11,250,100,0,5
0,6,360,200,-90,2
1,13,250,100,0,3
4,234,600,225,0,2
3,234,1425,225,600,2
3,234,3325,825,475,2
3,234,5825,2125,-825,2
1,124,525,150,75,5
0,8,475,100,125,6
0,9,975,200,400,3
1,10,250,100,0,3
3,10,1498,287,674,2
3,120,2838,961,0,2
2,222,3504,1627,-666,2
4,630,3504,1627,-666,2
1,630,7819,1627,2688,2
0,7,300,150,-50,4
0,11,250,100,0,6
3,10,375,200,-75,2
2,104,500,325,-200,2
0,12,1255,150,630,4
0,11,475,100,125,4
0,10,250,100,0,5
0,11,400,200,-50,2
0,407,475,100,125,4
1,13,250,100,0,4
4,114,600,225,0,2
0,13,250,100,0,6
3,7,360,200,-90,2
2,108,470,310,-200,2
2,222,470,310,-200,2
3,222,620,310,-160,2
2,222,770,460,-310,2
1,222,1325,460,95,2
0,9,475,100,125,4
1,12,250,100,0,4
2,108,550,200,0,2
2,108,550,200,0,2
2,226,550,200,0,2
0,12,250,100,0,6
1,410,400,200,-50,2
4,336,2200,1025,-50,2
4,336,3300,1025,-50,2
3,13,475,100,125,4
2,13,700,325,-100,2
3,124,1150,325,125,2
0,232,2675,775,300,2
1,13,250,100,0,4
0,5,250,100,0,5
0,9,375,200,-75,2
0,10,1075,100,525,5
0,7,250,100,0,5
0,8,375,200,-75,2
0,9,475,100,125,4
0,10,250,100,0,5
0,7,375,200,-75,2
1,9,250,100,0,3
0,405,250,100,0,4
1,110,250,100,0,5
3,11,450,200,0,2
4,11,650,400,-200,2
0,11,700,150,75,4
1,13,450,100,100,4
4,126,1612,581,100,2
4,126,1990,581,100,2
4,126,3124,581,100,2
0,12,250,100,0,5
1,13,250,100,0,6
0,6,250,100,0,3
1,13,475,100,125,5
3,13,2925,400,1525,2
3,13,6175,1800,125,2
0,10,250,100,0,5
3,407,375,200,-75,2
2,10,500,325,-200,2
2,10,500,325,-200,2
2,10,500,325,-200,2
1,10,1045,325,220,2
0,5,300,200,-100,2
0,9,250,100,0,4
0,404,250,100,0,6
1,13,250,150,-50,2
2,13,650,300,-50,2
2,108,650,300,-50,2
2,108,650,300,-50,2
0,12,900,150,100,6
0,10,250,100,0,5
3,112,375,200,-75,2
2,112,500,325,-200,2
2,112,500,325,-200,2
4,218,500,325,-200,2
0,10,450,150,50,3
0,403,250,100,0,4
1,13,250,100,0,5
3,13,375,200,-75,2
2,118,500,325,-200,2
3,118,675,325,-150,2
2,244,850,500,-325,2
2,244,850,500,-325,2
3,9,525,200,25,3
0,9,2275,375,525,3
1,12,250,100,0,3
3,12,1498,287,674,2
4,12,2172,961,0,2
0,12,250,100,0,5
0,6,600,200,-50,3
0,8,475,100,125,4
0,9,250,100,0,5
0,12,995,200,420,3
1,12,250,100,0,3
3,12,1500,200,850,2
0,12,3100,1050,0,2
0,10,250,100,0,5
0,11,600,200,-75,3
1,13,475,150,75,3
3,13,3100,700,1150,2
2,13,4175,1775,75,2
3,13,5925,1775,75,2
2,13,7675,3525,-1675,2
4,13,7675,3525,-1675,2
0,10,475,100,125,5
0,410,250,100,0,6
3,13,360,200,-90,2
2,13,470,310,-200,2
3,13,620,310,-160,2
2,13,770,460,-310,2
0,9,475,150,75,3
1,13,250,100,0,3
0,13,250,100,0,5
0,411,1400,200,800,3
0,404,475,100,125,4
1,12,250,100,0,5
0,6,250,100,0,6
0,403,700,150,75,4
1,106,250,100,0,3
3,106,1350,250,600,2
0,10,250,100,0,4
0,11,250,100,0,6
0,5,250,100,0,3
1,13,250,100,0,5
2,13,550,200,0,2
0,13,1000,200,250,2
0,6,375,200,-75,2
1,13,250,150,-50,2
4,112,550,250,-50,2
2,112,750,250,-50,2
0,405,475,100,125,4
0,7,250,100,0,5
1,126,250,100,0,6
4,339,600,225,0,2
4,339,850,225,0,2
2,339,1850,225,0,2
0,6,475,100,125,5
0,406,250,100,0,6
3,13,360,200,-90,2
2,13,470,310,-200,2
0,6,475,150,75,3
0,10,475,100,125,5
0,13,250,100,0,6
0,8,650,150,50,4
0,12,250,100,0,4
0,12,250,100,0,6
0,5,475,150,75,3
0,407,250,100,0,4
0,5,250,100,0,6
3,12,520,200,-90,3
2,12,630,310,-200,3
2,12,630,310,-200,3
0,408,650,150,50,4
0,13,250,100,0,4
0,406,250,100,0,6
3,13,460,150,60,3
2,220,730,310,-100,3
4,220,730,310,-100,3
0,4,475,100,125,4
0,12,250,100,0,5
2,11,300,200,-200,2
2,112,300,200,-200,2
2,112,300,200,-200,2
3,112,450,200,-50,2
0,408,1125,200,425,4
0,9,250,100,0,4
1,11,250,100,0,5
0,13,1175,200,625,3
0,7,450,100,100,4
1,13,250,100,0,4
0,8,250,100,0,6
3,12,400,200,-50,2
2,12,550,350,-200,2
4,12,550,350,-200,2
0,12,450,100,100,4
1,110,250,100,0,5
4,228,550,200,0,2
3,228,1100,200,350,2
2,228,1450,550,0,2
2,228,1450,550,0,2
0,12,300,150,-50,6
1,13,300,200,-200,2
0,8,475,100,125,4
0,10,250,100,0,5
0,12,350,200,-100,2
0,11,475,100,125,4
0,5,250,100,0,5
1,110,250,100,0,6
3,409,400,200,-50,2
2,10,550,350,-200,2
3,10,900,350,0,2
2,116,1250,700,-350,2
2,234,1250,700,-350,2
3,234,2100,700,150,2
0,12,250,100,0,3
1,408,250,100,0,5
2,321,700,225,0,2
2,321,700,225,0,2
4,321,700,225,0,2
1,13,300,150,-50,6
2,13,774,337,-50,2
2,102,774,337,-50,2
0,102,1242,337,131,2
0,402,475,150,75,3
0,10,250,100,0,4
0,11,250,100,0,6
1,409,300,200,-200,2
2,13,700,400,-200,2
2,114,700,400,-200,2
0,12,1210,150,585,4
0,10,250,100,0,4
1,124,250,100,0,6
3,10,250,150,-50,2
3,10,600,200,100,2
2,10,800,400,-100,2
0,10,1200,400,0,2
0,6,475,100,125,5
1,405,250,100,0,6
2,116,600,225,0,2
4,116,600,225,0,2
4,116,725,225,0,2
1,12,550,250,-150,3
1,13,250,150,-50,2
4,118,550,250,-50,2
2,118,750,250,-50,2
2,232,750,250,-50,2
0,5,300,150,-50,3
1,13,250,100,0,5
0,13,250,100,0,6
0,8,475,150,75,3
1,11,250,100,0,3
1,12,475,100,125,5
4,12,1750,625,125,2
0,11,250,100,0,5
3,10,365,200,-85,2
2,13,480,315,-200,2
0,13,780,315,-15,2
3,9,475,100,125,4
0,9,2000,325,975,2
0,12,250,100,0,5
0,12,1400,200,800,3
0,402,475,100,125,4
0,405,250,100,0,5
0,9,600,200,-50,3
0,6,475,100,125,4
0,12,475,100,125,6
3,409,350,200,-100,2
2,11,450,300,-200,2
2,108,450,300,-200,2
2,108,450,300,-200,2
1,12,300,200,-100,2
0,8,250,100,0,3
0,13,250,100,0,5
1,124,250,100,0,6
0,13,475,150,75,3
1,13,250,100,0,3
2,13,550,200,0,2
2,124,550,200,0,2
0,7,250,100,0,4
0,10,250,100,0,6
3,9,250,150,-50,2
3,9,600,200,100,2
2,112,800,400,-100,2
2,112,800,400,-100,2
4,236,800,400,-100,2
0,9,475,100,125,4
1,104,250,100,0,5
0,104,1475,225,775,2
1,13,250,100,0,6
3,13,1150,200,500,2
2,126,1650,700,0,2
2,126,1650,700,0,2
2,126,1650,700,0,2
0,11,450,150,50,3
0,4,250,100,0,4
0,12,250,100,0,6
1,8,300,200,-200,2
2,9,650,375,-200,2
4,12,650,375,-200,2
